ulasan,score,sentiment
klas scam hampir smua callny rungkat manta qnt lqty ena gala dan sluruh koin berproject lainnya avs kl memang gentle buka kmbali diskusi member pasti elu bakal liat member pada murka disana yg ada skrg pada dibungkam aja biar gk brisik call harian dipojok avs juga banyak yg invalid uda sentuh sl dan balik arah baru sentuh tp eehh waktu totalan diklaim bener kan bangke namanya,1,Negatif
this app scam,1,Negatif
kntl yg bisa akses ni aplikasi cuma member jgn suka putar balik fakta mana ada orang gratisan bisa masuk kedalam aplikasi,1,Negatif
bayar mahal mahal dikasi sinyal yang bahkan banyak gratis di twitter,1,Negatif
scamer,1,Negatif
entut,1,Negatif
sudah banyak testi real dari member ac yang rungkat setelah daftar kelas 17jt ga balik modal malah rekt 😂 bagi yang mau daftar disini dan spend 17jt tolong untuk berpikir 1000x lagi mending uang 17jt buat trading sendiri atau daftar kelas2 di tele atau discord yang harganya cuma ratusan ribu daripada daftar kelas ac cuman dapat dyor doang wkwkwkwk tolol sih,1,Negatif
hati hati,1,Negatif
non member disuruh review bintang 5 dengan iming iming mc gratisan padahal app nya aja mereka ga bisa akses apa yg mau direview itu namanya manipulasi review logika aja kenapa nyuruh non member buat naikkin rating bukan member yg jumlahnya belasan ribu ya karena member rata2 ngasih review jujur dan si timothy ga pede sama member bakal ngasih rating bagus coba dipikir deh sebelum kasih rating cuma karena disuruh doank report app karena manipulasi review,1,Negatif
scam application used by tiktokers in indonesia that tried to scam children with crypto slop,1,Negatif
saya member ac kalau boleh usul utk masuk ke aplikasi harusnya gratis saja yang berbayar itu adalah research dan modul misal utk research 1 juta per tahun itu masih cukup worthed lah utk modul wajib jadi member ac dan member ac harusnya life time krn member ga dapat buku fisik dan media pembelajaran fisik lainnya bro tim dan bro kaka kan sdh kaya raya ngapain cari duit dr akademi ini kl mau cari duit sebaiknya jualan sinyal saja,5,Negatif
bulmarket beibi doncuno pampedak,1,Negatif
fitur nya kurang mengikuti perkembangan jaman harusnya ada karakter ai seperti vtuber kalo butuh desain bisa hubungi ig nasa,1,Negatif
yg ksi 1 haters tdk mampu,5,Negatif
update berita lama terutama di tengah malem subuh ga ada update sama sekali lengkapan discordnya daripada aplikasinya di aplikasi kecampur semua sama news jadi susah locate nya mesti diimprove lagi baru rating naik,2,Negatif
17 juta jg gw angus buat gabung ni forum yg literally semua sourcenya bisa belajar free dr yutup google dan isinya cuma pompom koin yg di hold mereka the developer of this app is a scammers just beware,1,Negatif
iri bgt org2 yg gabisa masuk app ngasih rating 1 😹,5,Negatif
jarang live khusus member lebih sering live umum 🤷,1,Negatif
founder nya kurang pengalaman strategi nya kurang padahal udah ada sebelum bull market ini ac,2,Negatif
not worth to buy,1,Negatif
this app is a scam and the owner is the big liar,1,Negatif
bayar mahal mahal malah sangkut,1,Negatif
don t check the 1 star rating they dont even have the access to use the app because they so poor,5,Negatif
informasi dan berita campur aduk jadi satu calls avs juga tidak ada notifikasi di aplikasi belakangan calls nya avs hit stoploss terus win rate kecil 1 minggu sebelum market uptrend karena pemilu us avs menghilang alasan nya lagi garap aplikasi gw udh cuan dari koin2 rndr dll tapi semua itu kena drawdown 80 90 karena gw rotasi ke koin2 yg di mention di webinar mencari altcoin 100x bilang nya holder is winner dan ga di info untuk take profit cutloss bayar 7 7jt lifetime berasa rugi,1,Negatif
never reviewed a star before but sorry so far you deserve this one star all the given promises to members aren t fulfilled if u haven t joined the membership yet it s good for you cause you won t get anything but only regret here will change this review when the quality is improved,1,Negatif
bang review lu jelek kan bilang karena mereka yg ga bisa akses yg ngasih review jelek tp di aplikasinya sendiri ga ada info cara join yg jelas di layar awal ato kalo bisa bikin cara lebih mudah buat gabung yg subscribe nya lewat google ato apalah gt bang ato setidaknya ada tombol buat ke web akademi crypto yg nampak jelas seperti tombol join ato register ato apalah gitu,4,Negatif
kecewa sm ac aplikasi masih blom mateng udah maksain pindah semua informasi kuliah crypto live trading juga dah gak ada semua mc member gak ada jauh lebih bagus ac waktu awal tahun 2024 plis balikij ac kya dulu lagi ada diskusi ada live dll skarang di discord internal pengumuman premium bilang rating jatoh gamau nerima bilang itu yg rating jelek buzzer gamau mc di internal juga gak ada live member ncek prof kaka sadarlah kalo ini tuh keputusan yg tidak tepat makanya rating jelek,2,Negatif
not worthed,1,Negatif
sam apa yak sampah,1,Negatif
yang ga paham pasti akan blg ini mahal,5,Negatif
mendingan di discord supaya bisa interaksi kecewa pindah ke app,1,Negatif
nothing special,1,Negatif
fu king bad attitude developer abis bayar 17 jt abis sebulan lagi ditagih 42 jt byar langganan edan emang,1,Negatif
discord better than this apps,1,Negatif
suka ngeban member yg udah bayar gk melindungi hak konsumen sama sekali,1,Negatif
apanya yang di tp cok kalau call entry bome 0 011 tp di 0 012 gundulmu,1,Negatif
kalo bisa ttp bsa interaksi soalnya kan akademi dibuat 1 arah kasian org mau nanya tidak bisa,2,Negatif
aplikasi gak ada notifikasinya gambar saat di zoom gk bisa di geser geser tolong segera perbaiki,1,Negatif
akademi cacing dimana porto awal usdt adalah naga setelah iklut calls avs smaa si jigong timotod porto anda menjadi cacing,1,Negatif
ilmunya sering bertolak belakang,1,Negatif
ampasss bgt king of gaslighter bilang jual komunitas tapi diskusi ditutup main asal banned mulut mu besar sekali bro biar karma yang membalas,1,Negatif
penyesalan terbesar dalam hidup adalah join ac dan dengerin kalimasada harusnya cukup nonton timothy dan cicil bitcoin udah cukup 90 investing altcoin yang di call avs minus bahkan ada sampai 98 call trading avs 70 invalid lucunya ketika market membaik di bulan november 2024 call avs invalid beruntun informasi yang dibagikan biasa aja dan cenderun telat dibanding di twitter edukasi juga ga lebih baik dari edukasi gratisan di youtube,1,Negatif
definitely not worth the 17 million a year price tag the discord format is better ngapain bayar jutaan untuk aplikasi berita dan knowledge yang banyak diluar bisa diakses dengan mudah it promises networking discussions it delivers nothing member ga ada yang rugi come on dont believe all these buzzers here 🤣,1,Negatif
scamm,1,Negatif
bring back ac discord era a s a p,1,Negatif
gabutuh extend member jadi 2 tahun overall aplikasi ini kurang 1 fitur yaitu refund karena isinya gapenting,1,Negatif
kalau cuman liat berita juga lebih lengkap di google sama di x ga perlu bayar mahal2 buat ilmu yang udah ada di google ga amanah,1,Negatif
tidak sesuai dengan apa yang dijanjikan mending belajar sendiri di google youtube banyak bro,2,Negatif
sy join akademi crypto dan isinya nggak ada,1,Negatif
this is scam app and scam education anyone of u keep ur mind,1,Negatif
agak kecewa saya masuk ac itu untuk nyari komunitas crypto tapi malah jadi aplikasi,1,Negatif
member ac original pasti paham kenapa mereka deserve 1 star,1,Negatif
informasinya sampah semua nyesel banget dulu awalnya beli karena privat community tiba tiba pivot jadi saingan tribun news timothy dan kalimasada kalian gak bisa nepatin janji kalian ac is the worst investment of all time let me know if i can ged refund,1,Negatif
pokonya kalau ikutin sinyal tradingnya auto rungkad kecuali spot btc,1,Negatif
no member chat feature,1,Negatif
scam mending dari tele atau x yg gratisan,1,Negatif
aokwkwowk orang tolol yang gampang dibegoin aja yang join beginian,1,Negatif
tidak sesuai janjj,1,Negatif
scam rugi yg ada ikut ac 😂,1,Negatif
below expectation kasian yg bru join ac berhaharp banyak yg ketika baru join mo belajarn discuss sma anggota lain diskusi member d mute sekarang ktany d bikin kya bloomberg versi indo tp newsnya biasa aj kurang lengkap kesanny kya mau ninggalin perlahan gt y yg baru join itu bagaikan exit liquidity,2,Negatif
gaada pembagian per topik semua dijadikan satu kalo blm bener siap mending discord aja,1,Negatif
grifter,1,Negatif
terlalu terburu2 apps nya masi enak di discord gambar gabisa di zoom dan tolong dong untuk prof kalimasada low caps nya dikeluarin jgn main aman mulu gausah pikirin yg all in resiko dia itu,3,Negatif
ton of bug,1,Negatif
ga pernah live member member ditelantarkan cuma peduli masukin member baru tolong lah dipegang omongan kalian berdua,1,Negatif
ngga bisa login ya karena sy g ikut jadi member yang bayat 17jt si bintang 1 dulu nanti diganti bintang 7 kalau udh bisa untuk umum,1,Negatif
cuma mau kasih tahu ini blunder terparah kalian publish ke app store member asli bisa kasih review sejujurnya tanpa bisa kalian hapus,1,Negatif
i dont see any value added from this apps rather than discord,1,Negatif
academi rungkad,1,Negatif
user interface kurang bagus,1,Negatif
jangan ada yang mau bayar guys materi gitu di twitter telegrm banyak,1,Negatif
objective review tidak sesuai iklan tidak ada kelas 2 arah bunch of fafifu analisis even ga ada kelas live lagi seperti janjinya kalo ada opsi refund udh gw refund dah,1,Negatif
personal opinion and experience jangan beli member nya gak worth it kalau mau cari edukasi diluar lebih banyak yang practical logic dan jauh lebih bagus bahkan gratis diluar no hate i respect ac karena masuk crypto awalnya dari ac hal yang bikin saya kecewa cuma saya sadar kalau founder nya tidak kompeten di industri crypto dan terkesan acuh dengan member nya sering janji inilah itulah ke member gaada yang jadi peace semoga bisa improve ya ac,1,Negatif
udah bayar mahal beritanya telat mending cointelegraph lagi lebih cepat,1,Negatif
buat yang mau tau buzzer biasanya komen dengan tulisan panjang ditambah bahasa kentut dan itu semuanya mirip karena orangnya sama,1,Negatif
hampir semua fitur yang dijanjiin sudah dihilangin bayar 17jt malah jadi gak worth it kalo gini tolong diperbaiki,2,Negatif
banyak menjual janji palsu isi konten nya gak worth 17jt per tahun,1,Negatif
secara ui ux terkesan terburu product terlihat msh blm siap pengkategorian nya msh kecampur susah untuk milih mana kategori yg mau kita baca gk ada search bar fitur pembelajaran nya bingung harus mulai dari mana terus gk ada fitur continuation ketika nntn gk bisa zoom in gambar chart gk ada notifikasi contrast warna text sm background nya fail dan msh banyak lagi,1,Negatif
sekte ulti nolan ttlol,1,Negatif
bayar belasan juta cuma buat portal berita dan pdf mengenai project crypto sorry sorry aja nih berita juga bisa didapet di cointelegraph dan website lainnya penjelasan mengenai suatu project juga bisa di search sendiri awalnya menjanjikan info a1 inimah info umum mending belasan juta entry di meme or lowcaps yang potential ez 5 10x cuih,1,Negatif
saya tantang buat polling refund terutama yang udh contra yang kata ny loy4l dan udh percaya dari awal apa yang di janjikan dari awal banyak yang udh gk di lakuin semua hanya sekedar omon omon saja dari segi materi basic parah korek korek youtube udh ketemu malah yg lebih advance gak percaya coba cek materi orderflow dan bandingkan sendiri sekian,1,Negatif
owner scam private community,1,Negatif
sesudah di zoom chartny tidak bisa di geser sehingga tidak bisa melihat harganya seharusnya di laptop atau di konputer juga bisa diakses seperti yang di discord maklum orang tua,4,Negatif
apps crypto ko begini bubar ajalah,1,Negatif
buat apps berita tapi berita itu free di aps crypto mana pun sdgkn ini harus bayar avs call manta dr 2 jadi 0 8 skrg klo ga bs trading jgn branding diri dosen profesor dukun trader terbaek bos platform terscam yg ada di indonesia discord member dibungkam semua hanya 1 arah,1,Negatif
menurut saya dibuat terlalu terburu buru kurang matang dari segi ui dan user experience informasi tidak lebih baik penyampaiannya daripada discord tidak ada forum diskusi saran model diskusi layaknya platform stockbit dll ui dibagi per segmen tradeplan dll kalau bisa sesi live sama kalimasada dan timothy dibuat disini juga kesannya sekarang cuma nyepam berita berita kripto good luck honest review dari saya,1,Negatif
can t login,1,Negatif
china b44bbi penipu penghisap keringat rakyat pribumi yg to00lol t00lol biasanya yg ketipu ginian orang2 yg percaya judi online bisa bikin kaya woii loe klo mw kaya gak bisa instant gak bakal ada orang di dunia ini kasih tau caranya jadi orang kaya gak bakal ada pakai logika berfikir kalian kalau dia bisa kaya dari crypto gak bakalan kasih tau loe guobloook mendingan dia hire karyawan 100 orang buat main crypto jangan guoobloook kalian pribumi sadarrrr woiii sdm rendaah beban negara,1,Negatif
akademi rungkat buat banyak membernya rugi,1,Negatif
perlu banyak improvement 1 fitur filter kategori hanya satu ac today 2 tidak ada road map modul harus mulai dari mana dulu 3 video yang sudah dan belum ditonton tidak ada perbedaan sulit mengecek progress 4 notifikasi tidak ada 5 fitur diskusi mentor menghilang padahal ini yang paling dibutuhkan 6 zoom chart sulit,1,Negatif
they should rename the apps to fraud academy,1,Negatif
dear team ac mohon aplikasi bisa di perbaiki dari sisi user experience gambar tidak bisa di gerakan ke kiri atau kanan ketika di zoom alhasil user tidak dapat melihat data yang ditampilkan tidak bisa melihat history research atau di segmentasi seperti di discord mohon dipertimbangkan untuk teks warna ungu karena agak sulit dibaca terima kasih,2,Negatif
bayar 12 juta cuma buat beginian mendingan discord aja tapi buka diskusinya sama trader lain rugi bandar bisa ga sih refund ga worth banget nih awal join yang dijual kan private community terserah sih kalo kalian mau pivot jadi bloomberak atau apapun itu tapi klo kalian tiba maen pivot gini aja ya saya ga dapet value awal yang saya mau dong tolong ya kabarin klo bisa refund,1,Negatif
ini salah satu aplikasi yang menyesatkan sudah membayar 17 juta rupiah and selama 2 bulan hanya mendapat informasi informasi basis yang sudah ada di internet bahkan ada di ai chats ini konyol perjanjian saat bayar ada lah di discord bukan aplikasi yang isi nya berbeda dengan discord tampaknya harus di proses untuk mendapat konsekuensi saya,1,Negatif
well done cuma ada 1 nih aku notice gambarnya pas ku enlarge ga bisa ku move ya boleh mohon di cek,5,Negatif
yang dijanjiin hampir semua gaada 1 info a1 kebanyakan udh kejadian beberapa jam ato besoknya baru di liput 2 katanya avs call trade tinggal ikutin ini udh 2 3 minggu gaada waktu ada call pun gadikasih tau sl tp brp persen di tp1 pdahal katanya tinggal ikutin 3 kuliah crypto ktnya rutin tiap minggu nyatanya ud gd 4 webinar free bwt contrarian ato dl smw free ya gtw lupa nyatany cmn free wkt btc turun 5 live member ud gprnh bbrp bln 6 margin call member wktu btc trun doang,2,Negatif
akademi pembungkam member skemmm,1,Negatif
akademi sideline 2 minggu avs ngilang tanpa kabar outlook btc gada samsek semua member kena sideline pas btc ke 90k 🤣🤣🤣 meme lagi naik bukannya di call malah call altcoin gajelas embel2 fundamental siapa peduli fundamental di crypto padahal avs kaya dari memecoin dr 2021,1,Negatif
yang bilang ini apps legit crypto anda orang baru di dunia crypto discord calls diilangin cuman news yg bisa dibaca di cointelegraph dll tidak worth untuk bayar member 17jt masih banyak group yg lebih bagus cari news di twitter jauh lebih legit,1,Negatif
push notifnya tolong dong,3,Negatif
1 ngga ada notifikasi jadi harus pantengin dan bolak balik aplikasi terus buat tetap uptade 2 ngezoom price susah banget di hp gabisa kezoom 3 ngga bisa diakses di pc ngga sama kayak discord bad app,1,Negatif
gk usah ditanya kualitas lah ya,5,Negatif
aplikasi scam info nya cepetan di x sama tele,1,Negatif
kecewa sama ac dijadiin app biar ga bisa diskusi member soalnya pas bulan maret april mei up only dan call altcoinnya yg puluhan itu rungkat semua terus katanya mau bantu recovery porto dengan sering live member tpi nyatanya udah berbulan bulan ga pernah live malah seringnya live margin call publik buat narik member mereka cuma peduli narik member tapi setelah masuk dicuekin app nya juga cuma portal berita yg bisa didapat gratisan di google ga worth it sama harga mahal 17 juta per tahun,1,Negatif
untuk coursenya tolong ditandain mana yang sudah pernah ditonton sekarang cuma nampilin persentase saja cloud pdf nya flashing melulu pas pinch zoom mengganggu sekali,4,Negatif
contrariannya jangan di close dulu ncek,5,Negatif
overall it s good but i still uncomfortable with the research where display on pdf that really wide for smartphone user that s ok if using pc or laptop but i think for mobile apps that s not recommend,4,Negatif
fitur nya di tambahkan lagi belum ada search bar nya jadi susah klo mau cari yg spesifik nyari pojok avs pojok ncek act bitcoin altcoins dll tinggal nambahin kategori aja sama klo mau live biar bisa langsung di aplikasi biar ga buka app lain sama satu hal lagi klo bisa di bagian research modul2 analisis nya klo bisa jangan plek ketuplek pakai pdf jujur bacanya susah klo di mobile zoom nya ribet klo mau baca better pakai semacam ebup supaya bisa ubah ukuran tulisannya agar enak dibaca,3,Negatif
below my expectations because i initially had high expectations i prefer news from discord because it is more segmented so news segments such as btc news alt news whale news etc are not mixed together the ui is average and the coloring is still a bit off and there s no notification yet the good part news research and modules conveniently in one app,4,Negatif
kurang nya fitur filter kategori dan cari berita berdasarkan koin tertentu yang bakal naik atau turun modul nya juga kurang membahas semua teknologi blockchain secara mendalam seperti defi dan depin dan secara web3 nya research nya kurang banyak koinnya dan tidak terupdate secara realtime prediksi harga nya tolong diperbaiki lg,2,Negatif
kalau buka foto ngak bisa zoom terus di scroll ke posisi yg kita mau,5,Negatif
app nya berkelas sekali saram font nya lebih diterangin aja,5,Negatif
perlu fitur push notif nih supaya ketika ada riset baru insight baru atau apapun muncul di notif hp,5,Negatif
be careful scam,1,Negatif
